to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,,,,3,NULL,4,5,
8888,,,,4,NULL,5,6,
8892,,,,2,NULL,3,4,
8894,,,,1,NULL,2,3,
8896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8895,,,,2,NULL,1,4,
8898,,,,3,NULL,3,1,
8900,,,,4,NULL,4,2,
