to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,,,2,NULL,4,4,,
8888,,,3,NULL,5,5,,
8892,,,1,NULL,3,3,,
8894,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8896,,,3,NULL,1,3,,
8895,,,3,NULL,3,1,,
8898,,,4,NULL,2,3,,
8900,,,5,NULL,3,4,,
