to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,,,,,,,5,NULL
8888,,,,,,,6,NULL
8892,,,,,,,4,NULL
8894,,,,,,,3,NULL
8896,,,,,,,2,NULL
8895,,,,,,,4,NULL
8898,,,,,,,1,NULL
8900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
