to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,,,,,4,,NULL,6
8888,,,,,5,,NULL,7
8892,,,,,3,,NULL,5
8894,,,,,2,,NULL,4
8896,,,,,1,,NULL,3
8895,,,,,3,,NULL,5
8898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8900,,,,,3,,NULL,1
