to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8888,NULL,1,3,,,,,
8892,NULL,3,1,,,,,
8894,NULL,4,2,,,,,
8896,NULL,5,3,,,,,
8895,NULL,5,3,,,,,
8898,NULL,6,4,,,,,
8900,NULL,7,5,,,,,
