to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,1,,NULL,3,,,,
8888,2,,NULL,4,,,,
8892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8894,3,,NULL,1,,,,
8896,4,,NULL,2,,,,
8895,4,,NULL,2,,,,
8898,5,,NULL,3,,,,
8900,6,,NULL,4,,,,
