to -v /via ->,8890,8888,8892,8894,8896,8895,8898,8900
8890,,,,3,4,NULL,,
8888,,,,4,5,NULL,,
8892,,,,2,3,NULL,,
8894,,,,1,2,NULL,,
8896,,,,2,1,NULL,,
8895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8898,,,,3,2,NULL,,
8900,,,,4,3,NULL,,
